,ID,Date,Block,Primary_Type,Description,Location_Description,Arrest,Year,Latitude,Longitude,dt,Month,Hour,Night,Season
1144,11034937,07/28/2017 03:40:00 AM,055XX S LAKE SHORE DR SB,BATTERY,SIMPLE,LAKEFRONT/WATERFRONT/RIVERBANK,False,2017,41.794777422,-87.57936883,2017-07-28 03:40:00,7,3,Yes,Summer
1145,11034952,07/29/2017 06:52:00 AM,054XX S DREXEL AVE,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,2017,41.796173161,-87.603849957,2017-07-29 06:52:00,7,6,No,Summer
1146,11035247,07/29/2017 02:44:00 PM,013XX E 53RD ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,2017,41.799490663,-87.593499384,2017-07-29 14:44:00,7,14,No,Summer
1147,12243222,12/12/2020 01:40:00 AM,053XX S COTTAGE GROVE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2020,41.797936811,-87.606301777,2020-12-12 01:40:00,12,1,Yes,Winter
1148,11036925,07/02/2017 09:00:00 AM,054XX S CORNELL AVE,THEFT,$500 AND UNDER,RESIDENCE,False,2017,41.795837911,-87.585429397,2017-07-02 09:00:00,7,9,No,Summer
1149,11036976,07/30/2017 04:00:00 PM,054XX S ELLIS AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),False,2017,41.79568715,-87.601218707,2017-07-30 16:00:00,7,16,No,Summer
1150,11037046,07/30/2017 09:00:00 PM,010XX E 54TH ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,2017,41.797939581,-87.600690639,2017-07-30 21:00:00,7,21,Yes,Summer
1151,11037326,07/24/2017 07:30:00 PM,055XX S EVERETT AVE,ASSAULT,SIMPLE,STREET,False,2017,41.794424835,-87.582519409,2017-07-24 19:30:00,7,19,Yes,Summer
1152,11037729,07/31/2017 09:40:00 PM,014XX E 57TH ST,ROBBERY,ATTEMPT: ARMED-HANDGUN,RESTAURANT,False,2017,41.791511723,-87.589894784,2017-07-31 21:40:00,7,21,Yes,Summer
1153,11037966,07/10/2017 07:00:00 AM,058XX S MARYLAND AVE,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,False,2017,41.788699253,-87.604954085,2017-07-10 07:00:00,7,7,No,Summer
1154,11037981,08/01/2017 05:53:00 AM,016XX E 55TH ST,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,False,2017,41.795215981,-87.58474352,2017-08-01 05:53:00,8,5,No,Summer
1155,11038505,07/27/2017 12:27:00 PM,014XX E 57TH ST,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,COMMERCIAL / BUSINESS OFFICE,False,2017,41.791513826,-87.58979575,2017-07-27 12:27:00,7,12,No,Summer
1156,11038663,08/01/2017 07:00:00 AM,055XX S EVERETT AVE,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE PORCH/HALLWAY,True,2017,41.79455383,-87.582521571,2017-08-01 07:00:00,8,7,No,Summer
1157,11038818,07/21/2017 12:00:00 PM,051XX S DREXEL AVE,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,2017,41.80171465,-87.603974154,2017-07-21 12:00:00,7,12,No,Summer
1158,11039033,08/01/2017 10:08:00 PM,057XX S STONY ISLAND AVE,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENTIAL YARD (FRONT/BACK),False,2017,41.790917474,-87.586704037,2017-08-01 22:08:00,8,22,Yes,Summer
1159,12015019,03/22/2020 12:05:00 AM,016XX E 56TH ST,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,2020,41.793395687,-87.585879509,2020-03-22 00:05:00,3,0,Yes,Spring
1160,11039395,08/01/2017 09:00:00 PM,054XX S MARYLAND AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2017,41.796704982,-87.605057809,2017-08-01 21:00:00,8,21,Yes,Summer
1161,11039490,08/01/2017 07:30:00 PM,054XX S GREENWOOD AVE,THEFT,OVER $500,STREET,False,2017,41.797302054,-87.599696713,2017-08-01 19:30:00,8,19,Yes,Summer
1162,11039798,04/07/2017 07:10:00 AM,013XX E 53RD ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,False,2017,41.799487229,-87.593818494,2017-04-07 07:10:00,4,7,No,Spring
1163,11040014,08/02/2017 06:00:00 PM,054XX S DREXEL AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2017,41.797539994,-87.603878465,2017-08-02 18:00:00,8,18,Yes,Summer
1164,11040834,08/02/2017 05:00:00 PM,013XX E 52ND ST,THEFT,$500 AND UNDER,STREET,False,2017,41.80096724,-87.592671868,2017-08-02 17:00:00,8,17,Yes,Summer
1165,11041244,08/02/2017 08:00:00 AM,054XX S MARYLAND AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,2017,41.79671047,-87.605057747,2017-08-02 08:00:00,8,8,No,Summer
1166,11041287,08/03/2017 04:45:00 PM,052XX S HARPER AVE,THEFT,FROM BUILDING,ATHLETIC CLUB,False,2017,41.799895847,-87.589101058,2017-08-03 16:45:00,8,16,No,Summer
1167,11041288,08/03/2017 04:45:00 PM,052XX S HARPER AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,ATHLETIC CLUB,False,2017,41.799895847,-87.589101058,2017-08-03 16:45:00,8,16,No,Summer
1168,11041424,08/02/2017 09:50:00 AM,015XX E 59TH ST,THEFT,$500 AND UNDER,APARTMENT,False,2017,41.787886973,-87.587846581,2017-08-02 09:50:00,8,9,No,Summer
1169,11041527,08/03/2017 11:00:00 AM,055XX S HYDE PARK BLVD,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,2017,41.794757949,-87.583942065,2017-08-03 11:00:00,8,11,No,Summer
1170,11041685,08/03/2017 08:00:00 AM,054XX S WOODLAWN AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.797595094,-87.596601777,2017-08-03 08:00:00,8,8,No,Summer
1171,11042442,08/02/2017 10:10:00 PM,051XX S INGLESIDE AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,2017,41.801921744,-87.602878856,2017-08-02 22:10:00,8,22,Yes,Summer
1172,11042455,08/02/2017 08:00:00 PM,051XX S KIMBARK AVE,THEFT,FROM BUILDING,OTHER,False,2017,41.801816996,-87.595079037,2017-08-02 20:00:00,8,20,Yes,Summer
1173,11042909,08/04/2017 07:50:00 PM,053XX S DREXEL AVE,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,False,2017,41.797531761,-87.603878558,2017-08-04 19:50:00,8,19,Yes,Summer
1174,11043015,08/04/2017 11:40:00 PM,015XX E 53RD ST,BATTERY,SIMPLE,SIDEWALK,False,2017,41.799547456,-87.588697998,2017-08-04 23:40:00,8,23,Yes,Summer
1175,11044002,08/05/2017 08:50:00 PM,051XX S CORNELL AVE,BATTERY,SIMPLE,STREET,True,2017,41.802137533,-87.58650411,2017-08-05 20:50:00,8,20,Yes,Summer
1176,11044254,08/06/2017 02:15:00 AM,051XX S BLACKSTONE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,False,2017,41.802075618,-87.590498872,2017-08-06 02:15:00,8,2,Yes,Summer
1177,11044634,08/05/2017 11:00:00 PM,051XX S WOODLAWN AVE,THEFT,$500 AND UNDER,APARTMENT,False,2017,41.801709383,-87.596697686,2017-08-05 23:00:00,8,23,Yes,Summer
1178,11044785,08/06/2017 04:00:00 PM,052XX S DREXEL AVE,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,2017,41.800023923,-87.603934647,2017-08-06 16:00:00,8,16,No,Summer
1179,11044788,08/02/2017 07:00:00 PM,054XX S HYDE PARK BLVD,THEFT,$500 AND UNDER,OTHER,False,2017,41.796226338,-87.583972634,2017-08-02 19:00:00,8,19,Yes,Summer
1180,11045154,08/06/2017 06:25:00 PM,051XX S BLACKSTONE AVE,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),False,2017,41.801899974,-87.590497233,2017-08-06 18:25:00,8,18,Yes,Summer
1181,11045521,08/07/2017 01:00:00 AM,015XX E 57TH ST,THEFT,OVER $500,STREET,False,2017,41.791528083,-87.58860747,2017-08-07 01:00:00,8,1,Yes,Summer
1182,11045673,08/05/2017 05:00:00 PM,013XX E 53RD ST,THEFT,OVER $500,PARK PROPERTY,False,2017,41.799492391,-87.593341663,2017-08-05 17:00:00,8,17,Yes,Summer
1183,11045765,08/06/2017 11:00:00 PM,057XX S LAKE SHORE DR,THEFT,OVER $500,LAKEFRONT/WATERFRONT/RIVERBANK,False,2017,41.791160785,-87.579836586,2017-08-06 23:00:00,8,23,Yes,Summer
1184,11045770,06/19/2017 01:00:00 PM,014XX E 55TH PL,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,2017,41.794798532,-87.589765121,2017-06-19 13:00:00,6,13,No,Summer
1185,11045787,08/03/2017 08:15:00 AM,055XX S CORNELL AVE,THEFT,OVER $500,CONSTRUCTION SITE,False,2017,41.794591792,-87.585396211,2017-08-03 08:15:00,8,8,No,Summer
1186,11046124,08/07/2017 09:30:00 AM,015XX E 53RD ST,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,2017,41.799547171,-87.588653992,2017-08-07 09:30:00,8,9,No,Summer
1187,11046542,08/07/2017 07:00:00 PM,015XX E 55TH ST,NARCOTICS,POSS: CRACK,GROCERY FOOD STORE,True,2017,41.795191528,-87.588157998,2017-08-07 19:00:00,8,19,Yes,Summer
1188,11046749,08/07/2017 11:14:00 PM,054XX S CORNELL AVE,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,False,2017,41.796233129,-87.585435804,2017-08-07 23:14:00,8,23,Yes,Summer
1189,11047917,07/10/2017 02:16:00 PM,012XX E 53RD ST,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BANK,False,2017,41.799461412,-87.596206318,2017-07-10 14:16:00,7,14,No,Summer
1190,11048282,08/09/2017 07:00:00 AM,055XX S KENWOOD AVE,BATTERY,SIMPLE,STREET,True,2017,41.794950354,-87.593302232,2017-08-09 07:00:00,8,7,No,Summer
1191,11048497,08/08/2017 05:50:00 PM,054XX S CORNELL AVE,BATTERY,SIMPLE,SIDEWALK,False,2017,41.796993404,-87.585452635,2017-08-08 17:50:00,8,17,Yes,Summer
1192,11048718,08/09/2017 12:00:00 AM,055XX S WOODLAWN AVE,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,False,2017,41.79424931,-87.596522745,2017-08-09 00:00:00,8,0,Yes,Summer
1193,11048723,08/09/2017 03:20:00 PM,051XX S DREXEL AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,2017,41.801261714,-87.603953618,2017-08-09 15:20:00,8,15,No,Summer
1194,11048782,08/09/2017 01:00:00 PM,054XX S COTTAGE GROVE AVE,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),False,2017,41.796339429,-87.606268489,2017-08-09 13:00:00,8,13,No,Summer
1195,11048783,08/09/2017 02:30:00 PM,015XX E 55TH ST,THEFT,RETAIL THEFT,DRUG STORE,True,2017,41.795190695,-87.588029654,2017-08-09 14:30:00,8,14,No,Summer
1196,11048855,08/09/2017 06:00:00 PM,051XX S INGLESIDE AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,2017,41.801729612,-87.602873703,2017-08-09 18:00:00,8,18,Yes,Summer
1197,11048885,08/06/2017 06:00:00 PM,051XX S BLACKSTONE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,2017,41.801899974,-87.590497233,2017-08-06 18:00:00,8,18,Yes,Summer
1198,11048978,06/01/2017 03:10:00 AM,013XX E 57TH ST,THEFT,OVER $500,APARTMENT,False,2017,41.791487049,-87.592447316,2017-06-01 03:10:00,6,3,Yes,Summer
1199,11050058,08/10/2017 02:50:00 PM,053XX S COTTAGE GROVE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,2017,41.797936811,-87.606301777,2017-08-10 14:50:00,8,14,No,Summer
1200,11050411,08/10/2017 05:00:00 PM,053XX S KIMBARK AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.799108004,-87.595018445,2017-08-10 17:00:00,8,17,Yes,Summer
1201,11050683,06/20/2017 12:00:00 PM,052XX S BLACKSTONE AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2017,41.80062644,-87.590467932,2017-06-20 12:00:00,6,12,No,Summer
1202,11050694,08/04/2017 08:00:00 AM,014XX E 55TH PL,DECEPTIVE PRACTICE,COMPUTER FRAUD,RESIDENCE,False,2017,41.794798532,-87.589765121,2017-08-04 08:00:00,8,8,No,Summer
1203,11050860,08/11/2017 08:00:00 AM,010XX E 52ND ST,THEFT,$500 AND UNDER,STREET,False,2017,41.800878865,-87.600715839,2017-08-11 08:00:00,8,8,No,Summer
1204,11051056,08/11/2017 08:30:00 AM,011XX E 54TH PL,BURGLARY,FORCIBLE ENTRY,OTHER,False,2017,41.796515587,-87.598587153,2017-08-11 08:30:00,8,8,No,Summer
1205,11051519,08/11/2017 09:42:00 PM,012XX E 53RD ST,BATTERY,SIMPLE,STREET,False,2017,41.799462885,-87.596008257,2017-08-11 21:42:00,8,21,Yes,Summer
1206,11051669,08/12/2017 02:30:00 AM,053XX S LAKE PARK AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2017,41.799197912,-87.587271736,2017-08-12 02:30:00,8,2,Yes,Summer
1207,11052318,08/11/2017 10:00:00 PM,010XX E 54TH ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,2017,41.79794019,-87.600785984,2017-08-11 22:00:00,8,22,Yes,Summer
1208,11052917,08/13/2017 01:00:00 PM,057XX S LAKE SHORE DR,THEFT,OVER $500,PARK PROPERTY,False,2017,41.791160785,-87.579836586,2017-08-13 13:00:00,8,13,No,Summer
1209,11053256,08/13/2017 05:00:00 PM,051XX S KIMBARK AVE,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,False,2017,41.801729162,-87.595076378,2017-08-13 17:00:00,8,17,Yes,Summer
1210,11053306,08/13/2017 09:21:00 PM,055XX S HYDE PARK BLVD,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,2017,41.794406612,-87.583931489,2017-08-13 21:21:00,8,21,Yes,Summer
1211,11053360,08/12/2017 04:30:00 PM,059XX S ELLIS AVE,THEFT,OVER $500,STREET,False,2017,41.787605309,-87.601229998,2017-08-12 16:30:00,8,16,No,Summer
1212,11053614,08/14/2017 08:00:00 AM,051XX S CORNELL AVE,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,False,2017,41.802137533,-87.58650411,2017-08-14 08:00:00,8,8,No,Summer
1213,11054113,08/04/2017 02:00:00 PM,053XX S HYDE PARK BLVD,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,SMALL RETAIL STORE,False,2017,41.799248277,-87.584047451,2017-08-04 14:00:00,8,14,No,Summer
1214,11054565,08/14/2017 03:30:00 PM,013XX E 53RD ST,THEFT,FROM BUILDING,SMALL RETAIL STORE,False,2017,41.799505075,-87.592329293,2017-08-14 15:30:00,8,15,No,Summer
1215,11054609,08/14/2017 04:30:00 PM,054XX S CORNELL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,False,2017,41.797295324,-87.585460127,2017-08-14 16:30:00,8,16,No,Summer
1216,11054669,08/14/2017 12:00:00 PM,052XX S DREXEL AVE,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,2017,41.799875696,-87.603928993,2017-08-14 12:00:00,8,12,No,Summer
1217,11054832,08/14/2017 05:00:00 PM,011XX E HYDE PARK BLVD,THEFT,OVER $500,STREET,False,2017,41.802357866,-87.597684189,2017-08-14 17:00:00,8,17,Yes,Summer
1218,11055143,08/14/2017 04:00:00 PM,053XX S DREXEL AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,2017,41.797504321,-87.603878869,2017-08-14 16:00:00,8,16,No,Summer
1219,11055389,08/12/2017 01:00:00 PM,052XX S DREXEL AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,2017,41.800196824,-87.603936354,2017-08-12 13:00:00,8,13,No,Summer
1220,11055495,08/15/2017 02:40:00 PM,051XX S KIMBARK AVE,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,2017,41.801786788,-87.595075716,2017-08-15 14:40:00,8,14,No,Summer
1221,11055656,07/01/2017 11:00:00 AM,015XX E 55TH ST,THEFT,$500 AND UNDER,RESIDENCE,False,2017,41.795195047,-87.588700708,2017-07-01 11:00:00,7,11,No,Summer
1222,11056149,08/09/2017 04:00:00 PM,054XX S EAST VIEW PARK,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2017,41.79751872,-87.582685002,2017-08-09 16:00:00,8,16,No,Summer
1223,11056564,08/15/2017 02:00:00 PM,051XX S KIMBARK AVE,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,2017,41.801786788,-87.595075716,2017-08-15 14:00:00,8,14,No,Summer
1224,11056635,08/10/2017 03:40:00 PM,013XX E 53RD ST,THEFT,$500 AND UNDER,SIDEWALK,False,2017,41.799511059,-87.591980813,2017-08-10 15:40:00,8,15,No,Summer
1225,11056994,07/27/2017 05:45:00 AM,055XX S SHORE DR,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,False,2017,41.794757003,-87.580439893,2017-07-27 05:45:00,7,5,No,Summer
1226,11057445,08/17/2017 04:10:00 AM,059XX S DORCHESTER AVE,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,2017,41.78771039,-87.591515432,2017-08-17 04:10:00,8,4,Yes,Summer
1227,11057608,08/16/2017 03:45:00 PM,011XX E 54TH PL,BURGLARY,FORCIBLE ENTRY,COLLEGE/UNIVERSITY RESIDENCE HALL,False,2017,41.796515587,-87.598587153,2017-08-16 15:45:00,8,15,No,Summer
1228,11057755,08/15/2017 12:00:00 AM,013XX E 57TH ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,SMALL RETAIL STORE,False,2017,41.791470474,-87.594134337,2017-08-15 00:00:00,8,0,Yes,Summer
1229,11057814,08/15/2017 05:30:00 PM,052XX S LAKE PARK AVE,THEFT,FROM BUILDING,ATHLETIC CLUB,False,2017,41.800483161,-87.587414531,2017-08-15 17:30:00,8,17,Yes,Summer
1230,11058038,08/17/2017 11:52:00 AM,059XX S WOODLAWN AVE,THEFT,OVER $500,STREET,False,2017,41.7863748,-87.596341579,2017-08-17 11:52:00,8,11,No,Summer
1231,11058216,08/17/2017 01:00:00 AM,052XX S ELLIS AVE,BURGLARY,UNLAWFUL ENTRY,OTHER,False,2017,41.800795006,-87.60133661,2017-08-17 01:00:00,8,1,Yes,Summer
1232,11058346,06/15/2017 10:00:00 PM,051XX S KIMBARK AVE,ASSAULT,SIMPLE,RESIDENCE,False,2017,41.801860901,-87.595078533,2017-06-15 22:00:00,6,22,Yes,Summer
1233,11058628,08/15/2017 04:50:00 PM,015XX E 53RD ST,THEFT,FROM BUILDING,RESTAURANT,False,2017,41.799551883,-87.58811115,2017-08-15 16:50:00,8,16,No,Summer
1234,11058962,08/17/2017 11:00:00 AM,055XX S HYDE PARK BLVD,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,2017,41.794406612,-87.583931489,2017-08-17 11:00:00,8,11,No,Summer
1235,11059031,08/16/2017 04:30:00 PM,054XX S HARPER AVE,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,False,2017,41.797063346,-87.589038479,2017-08-16 16:30:00,8,16,No,Summer
1236,11059138,08/18/2017 12:30:00 AM,057XX S BLACKSTONE AVE,BATTERY,SIMPLE,STREET,False,2017,41.791044692,-87.590241212,2017-08-18 00:30:00,8,0,Yes,Summer
1237,11059479,08/18/2017 07:30:00 PM,051XX S LAKE SHORE DR SB,BATTERY,SIMPLE,SIDEWALK,False,2017,41.802187969,-87.581614573,2017-08-18 19:30:00,8,19,Yes,Summer
1238,11059482,08/18/2017 07:30:00 PM,051XX S LAKE SHORE DR SB,THEFT,$500 AND UNDER,SIDEWALK,False,2017,41.802187969,-87.581614573,2017-08-18 19:30:00,8,19,Yes,Summer
1239,11059887,08/18/2017 02:20:00 PM,055XX S EVERETT AVE,BATTERY,SIMPLE,STREET,False,2017,41.794424835,-87.582519409,2017-08-18 14:20:00,8,14,No,Summer
1240,11060017,08/19/2017 11:30:00 AM,012XX E HYDE PARK BLVD,THEFT,$500 AND UNDER,STREET,False,2017,41.802370227,-87.59618765,2017-08-19 11:30:00,8,11,No,Summer
1241,11060262,08/17/2017 08:00:00 PM,057XX S DORCHESTER AVE,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,False,2017,41.790924393,-87.591584719,2017-08-17 20:00:00,8,20,Yes,Summer
1242,11060584,08/19/2017 07:00:00 PM,059XX S WOODLAWN AVE,BATTERY,SIMPLE,STREET,False,2017,41.787662033,-87.596367171,2017-08-19 19:00:00,8,19,Yes,Summer
1243,11060601,08/19/2017 07:49:00 PM,052XX S DREXEL AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,2017,41.799875696,-87.603928993,2017-08-19 19:49:00,8,19,Yes,Summer
1244,11060669,08/19/2017 09:00:00 PM,059XX S WOODLAWN AVE,ROBBERY,STRONGARM - NO WEAPON,PARK PROPERTY,False,2017,41.787662033,-87.596367171,2017-08-19 21:00:00,8,21,Yes,Summer
1245,11061062,08/20/2017 10:20:00 AM,054XX S GREENWOOD AVE,ROBBERY,AGGRAVATED,SIDEWALK,False,2017,41.797197732,-87.599690568,2017-08-20 10:20:00,8,10,No,Summer
1246,11061090,08/20/2017 11:57:00 AM,012XX E 55TH ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,False,2017,41.795074351,-87.595941208,2017-08-20 11:57:00,8,11,No,Summer
1247,11061299,08/20/2017 05:22:00 PM,057XX S MARYLAND AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,HOSPITAL BUILDING/GROUNDS,False,2017,41.790894592,-87.604940233,2017-08-20 17:22:00,8,17,Yes,Summer
1248,11061336,08/20/2017 01:50:00 PM,012XX E 54TH ST,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,False,2017,41.797995321,-87.596105763,2017-08-20 13:50:00,8,13,No,Summer
1249,11061615,08/20/2017 08:15:00 PM,052XX S UNIVERSITY AVE,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,False,2017,41.800538968,-87.598200112,2017-08-20 20:15:00,8,20,Yes,Summer
1250,11061885,08/17/2017 08:00:00 PM,052XX S INGLESIDE AVE,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),False,2017,41.800277713,-87.602846182,2017-08-17 20:00:00,8,20,Yes,Summer
1251,11061955,08/18/2017 05:00:00 PM,011XX E 54TH PL,BURGLARY,ATTEMPT FORCIBLE ENTRY,"SCHOOL, PUBLIC, BUILDING",False,2017,41.796515587,-87.598587153,2017-08-18 17:00:00,8,17,Yes,Summer
1252,11062265,08/18/2017 06:00:00 PM,013XX E 53RD ST,ASSAULT,SIMPLE,PARK PROPERTY,False,2017,41.799492391,-87.593341663,2017-08-18 18:00:00,8,18,Yes,Summer
1253,11062284,08/18/2017 07:46:00 AM,052XX S DREXEL AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,2017,41.799101702,-87.603912098,2017-08-18 07:46:00,8,7,No,Summer
1254,11062717,08/17/2017 05:45:00 PM,053XX S COTTAGE GROVE AVE,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,2017,41.797936811,-87.606301777,2017-08-17 17:45:00,8,17,Yes,Summer
1255,11063225,08/22/2017 05:17:00 AM,052XX S LAKE PARK AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),False,2017,41.800483161,-87.587414531,2017-08-22 05:17:00,8,5,No,Summer
1256,11063242,08/22/2017 09:30:00 AM,052XX S DREXEL AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,2017,41.799101702,-87.603912098,2017-08-22 09:30:00,8,9,No,Summer
1257,12015994,03/22/2020 06:00:00 PM,052XX S BLACKSTONE AVE,THEFT,$500 AND UNDER,STREET,False,2020,41.800566046,-87.590464962,2020-03-22 18:00:00,3,18,Yes,Spring
1258,11063501,08/18/2017 05:52:00 PM,013XX E 53RD ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,False,2017,41.799490663,-87.593499384,2017-08-18 17:52:00,8,17,Yes,Summer
1259,11064320,08/23/2017 08:30:00 AM,054XX S HYDE PARK BLVD,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,False,2017,41.795987556,-87.583968081,2017-08-23 08:30:00,8,8,No,Summer
1260,11065018,08/21/2017 10:00:00 PM,054XX S HARPER AVE,THEFT,OVER $500,STREET,False,2017,41.796349721,-87.589021065,2017-08-21 22:00:00,8,22,Yes,Summer
1261,11065957,07/11/2017 09:00:00 AM,055XX S SHORE DR,DECEPTIVE PRACTICE,FORGERY,NURSING HOME/RETIREMENT HOME,False,2017,41.794372762,-87.580433389,2017-07-11 09:00:00,7,9,No,Summer
1262,11066139,08/17/2017 10:50:00 AM,054XX S HARPER AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.797464076,-87.589048512,2017-08-17 10:50:00,8,10,No,Summer
1263,11066525,08/18/2017 09:00:00 AM,057XX S MARYLAND AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.790353984,-87.604942686,2017-08-18 09:00:00,8,9,No,Summer
1264,11066724,08/25/2017 09:55:00 AM,053XX S ELLIS AVE,THEFT,OVER $500,STREET,False,2017,41.798780407,-87.601289856,2017-08-25 09:55:00,8,9,No,Summer
1265,11066765,08/25/2017 01:25:00 AM,057XX S KIMBARK AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,False,2017,41.790692774,-87.594821662,2017-08-25 01:25:00,8,1,Yes,Summer
1266,11067036,08/19/2017 07:00:00 AM,054XX S SHORE DR,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,2017,41.79631327,-87.580898427,2017-08-19 07:00:00,8,7,No,Summer
1267,11067126,02/02/2017 09:00:00 AM,052XX S HARPER AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,2017,41.800853742,-87.589122981,2017-02-02 09:00:00,2,9,No,Winter
1268,11067213,08/19/2017 09:00:00 AM,057XX S KIMBARK AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.790915092,-87.594826444,2017-08-19 09:00:00,8,9,No,Summer
1269,11067408,08/25/2017 06:15:00 PM,052XX S HYDE PARK BLVD,THEFT,OVER $500,PARK PROPERTY,False,2017,41.800903483,-87.584530624,2017-08-25 18:15:00,8,18,Yes,Summer
1270,11067542,08/25/2017 10:45:00 PM,054XX S WOODLAWN AVE,ROBBERY,STRONGARM - NO WEAPON,STREET,False,2017,41.795863181,-87.596559269,2017-08-25 22:45:00,8,22,Yes,Summer
1271,11067687,08/25/2017 10:30:00 PM,057XX S MARYLAND AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,HOSPITAL BUILDING/GROUNDS,False,2017,41.790557046,-87.604940388,2017-08-25 22:30:00,8,22,Yes,Summer
